entry	sub	record	desc	stride	verts	indices	restarts	minx	maxx	miny	maxy	minz	maxz
2	16	10	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	0.0000
2	16	11	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	0.0000
2	16	12	0	28	18	22	4	-6.2713	6.2713	0.0000	0.7379	-3.6207	-0.0000
2	16	13	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7378	-4.0694	0.0000
2	16	14	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-0.0000	3.6207
2	16	15	0	28	24	29	5	-6.2713	6.2714	-0.0000	0.7378	0.0000	4.0694
2	16	16	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	-0.0000
2	16	17	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	0.0000
2	16	18	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	0.0000
2	16	19	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	-0.0000
2	16	20	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	0.0000	3.6207
2	16	21	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-0.0000	4.0694
2	16	22	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	0.0000
2	16	23	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	0.0000
2	16	24	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6208	-0.0000
2	16	25	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	0.0000
2	16	26	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	0.0000	3.6208
2	16	27	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	-0.0000	4.0694
2	16	28	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7379	-3.6207	0.0000
2	16	29	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	-4.0694	-0.0000
2	16	30	0	28	18	22	4	-6.2713	6.2714	-0.0000	0.7378	-3.6208	-0.0000
2	16	31	0	28	24	29	5	-6.2713	6.2713	-0.0000	0.7378	-4.0694	-0.0000
2	16	32	0	28	18	22	4	-6.2713	6.2713	0.0000	0.7379	-0.0000	3.6207
2	16	33	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	0.0000	4.0694
2	16	34	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	-0.0000
2	16	35	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	-4.0694	0.0000
2	16	36	0	28	18	22	4	-6.2713	6.2713	0.0000	0.7379	-3.6208	-0.0000
2	16	37	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	-4.0695	-0.0000
2	16	38	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	0.0000	3.6207
2	16	39	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7379	0.0000	4.0694
2	16	40	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	-0.0000
2	16	41	0	28	24	29	5	-6.2713	6.2713	0.0000	0.7378	-4.0694	-0.0000
2	16	42	0	28	18	22	4	-6.2713	6.2713	-0.0000	0.7378	-3.6207	0.0000
2	16	43	0	28	330	545	77	-281.4183	281.4183	1.3225	21.6515	11.5859	125.1845
2	16	44	0	28	24	29	5	-2.0840	2.0840	-10.9880	0.6614	-22.9902	-0.0000
2	16	45	0	28	24	29	5	-2.0840	2.0840	-10.9880	0.6614	0.0000	22.9902
2	16	46	0	28	24	29	5	-2.0840	2.0840	-10.9881	0.6642	-22.9902	0.0000
2	16	47	0	28	24	29	5	-2.0840	2.0840	-10.9881	0.6642	0.0000	22.9902
2	16	48	0	28	24	29	5	-2.0615	2.1065	-10.9881	0.6670	-22.9902	0.0000
2	16	49	0	28	24	29	5	-2.0615	2.1065	-10.9881	0.6670	-0.0000	22.9902
2	16	50	0	28	24	29	5	-2.0615	2.1065	-10.9881	0.6698	-22.9902	0.0000
2	16	51	0	28	24	29	5	-2.0615	2.1065	-10.9881	0.6698	-0.0000	22.9902
2	16	52	0	28	78	113	19	-36.0148	47.4730	-1.4036	4.2976	-27.9945	3.2784
2	16	53	0	28	78	113	19	-47.4730	36.0148	-1.4036	4.2976	-27.9945	3.2784
2	16	54	0	28	14	17	3	-18.2758	24.2730	-0.6090	0.6019	-0.2266	13.1044
2	16	55	0	28	14	17	3	-18.2758	24.2729	-0.6090	0.6019	-13.1044	0.2266
2	16	56	0	28	14	17	3	-24.2765	18.2756	-0.6090	0.6019	-13.1125	0.2266
2	16	57	0	28	14	17	3	-24.2800	18.2754	-0.6090	0.6019	-13.1205	0.2266
2	16	58	0	28	14	17	3	-34.0059	40.0565	-0.5990	0.5933	-0.1853	13.1809
2	16	59	0	28	14	17	3	-34.0059	40.0564	-0.5990	0.5933	-13.1809	0.1853
2	16	60	0	28	14	17	3	-24.2765	18.2756	-0.6090	0.6019	-0.2267	13.1125
2	16	61	0	28	14	17	3	-24.2800	18.2755	-0.6090	0.6019	-0.2266	13.1205
2	16	62	0	28	34	44	8	63.6938	104.7234	-3.2279	-1.1234	-44.8967	-7.3420
2	16	63	0	28	32	39	7	54.5499	126.6197	-6.5297	-1.5635	-0.1275	8.9849
2	16	64	0	28	40	53	9	55.4614	132.6205	-7.9233	-2.9563	-13.6048	6.4510
2	16	65	0	28	32	39	7	176.7074	217.7377	-8.4122	-7.1608	-83.9694	-59.7376
2	16	66	0	28	18	22	4	58.8755	131.3903	-5.8518	-4.4893	-11.6194	-1.5830
2	16	67	0	28	32	39	7	176.4141	217.4537	-7.9401	-7.2601	-102.5692	-78.2735
2	16	68	0	28	34	44	8	-20.4772	20.5523	-1.0522	1.0522	-20.5760	16.9787
2	16	69	0	28	32	39	7	-33.9123	38.1575	-2.4816	2.4846	0.0000	9.1124
2	16	70	0	28	43	56	10	-43.9981	33.1654	-2.9420	2.0250	-21.6292	-1.5788
2	16	71	0	28	32	39	7	-218.2581	-177.2277	-5.3880	-4.1367	-82.8545	-58.6226
2	16	72	0	28	18	22	4	-39.5411	32.9756	-0.8907	0.4671	-12.0512	-2.0270
2	16	73	0	28	32	39	7	-218.2553	-177.2158	-4.8115	-4.1311	-100.8507	-76.5547
2	16	74	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-9.8723	13.6735
2	16	75	0	28	34	42	8	-18.1494	22.2968	-2.4358	2.6173	-0.0000	9.0840
2	16	76	0	28	40	53	9	-17.3336	28.1524	-2.9096	2.2477	1.5393	21.5274
2	16	77	0	28	16	19	3	-5.4810	5.4810	-0.9377	0.7080	-2.5542	7.7178
2	16	78	0	28	18	22	4	-17.2039	23.7471	-0.7498	0.6566	1.9713	11.9672
2	16	79	0	28	16	19	3	-5.4812	5.4812	-0.5410	0.5410	-2.5541	7.7913
2	16	80	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-13.6735	9.8723
2	16	81	0	28	34	42	8	-18.1494	22.2967	-2.4358	2.6172	-9.0840	0.0000
2	16	82	0	28	40	53	9	-17.3336	28.1524	-2.9096	2.2477	-21.5274	-1.5393
2	16	83	0	28	18	22	4	-17.2039	23.7471	-0.7498	0.6566	-11.9671	-1.9713
2	16	84	0	28	16	19	3	-144.4558	-133.4935	-5.8425	-4.7606	-87.3102	-76.9648
2	16	85	0	28	16	19	3	-144.4563	-133.4942	-6.4047	-4.7590	-69.3412	-59.0693
2	16	86	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-13.6735	9.8723
2	16	87	0	28	34	42	8	-18.1494	22.2967	-2.4358	2.6172	-0.0001	9.0839
2	16	88	0	28	40	53	9	-17.3337	28.1512	-2.9096	2.2477	1.5403	21.5290
2	16	89	0	28	18	22	4	-17.2006	23.7493	-0.8538	0.5526	1.9734	11.9657
2	16	90	0	28	16	19	3	-5.4812	5.4812	-0.6452	0.4367	-7.7913	2.5542
2	16	91	0	28	16	19	3	-5.4811	5.4810	-0.9377	0.7080	-7.7178	2.5542
2	16	92	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-13.6735	9.8723
2	16	93	0	28	34	42	8	-18.1494	22.2968	-2.4358	2.6172	-9.0839	0.0001
2	16	94	0	28	40	53	9	-17.3336	28.1524	-2.9096	2.2477	-21.5273	-1.5392
2	16	95	0	28	16	19	3	-111.5726	-100.6105	-7.6229	-5.9772	-84.6640	-74.3920
2	16	96	0	28	18	22	4	-17.2004	23.7506	-0.8540	0.5524	-11.9671	-1.9713
2	16	97	0	28	16	19	3	-111.5722	-100.6098	-7.0607	-5.9788	-102.6330	-92.2875
2	16	98	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-13.6735	9.8723
2	16	99	0	28	34	42	8	-18.1494	22.2968	-2.4358	2.6172	0.0000	9.0840
2	16	100	0	28	40	53	9	-17.3338	28.1512	-2.9096	2.2477	1.5403	21.5289
2	16	101	0	28	18	22	4	-17.2006	23.7493	-0.8538	0.5526	1.9735	11.9658
2	16	102	0	28	16	19	3	-5.4812	5.4812	-0.6452	0.4367	-7.7913	2.5541
2	16	103	0	28	16	19	3	-5.4810	5.4810	-0.9377	0.7080	-7.7178	2.5542
2	16	104	0	28	16	19	3	-5.4806	5.4806	-1.2495	1.2495	-13.6735	9.8723
2	16	105	0	28	34	42	8	-18.1494	22.2968	-2.4358	2.6172	-9.0840	0.0000
2	16	106	0	28	40	53	9	-17.3337	28.1524	-2.9096	2.2477	-21.5274	-1.5393
2	16	107	0	28	16	19	3	-78.6890	-67.7269	-8.8411	-7.1954	-99.9867	-89.7148
2	16	108	0	28	18	22	4	-17.2004	23.7506	-0.8540	0.5523	-11.9672	-1.9714
2	16	109	0	28	16	19	3	-78.6886	-67.7262	-8.2789	-7.1970	-117.9557	-107.6103
4	20	0	0	28	116	162	28	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	20	0	1	28	52	63	11	-2.5515	2.5515	0.9029	1.9524	-6.0639	5.6283
4	20	1	0	28	241	310	54	-2.0996	2.0996	2.3877	4.2461	-3.7546	8.3949
4	20	1	1	28	8	9	1	-1.1258	1.5867	3.5149	4.5592	-1.2104	0.5171
4	21	0	0	28	110	142	24	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	21	1	0	28	150	192	36	-2.0996	2.0996	2.3877	3.5279	-3.7546	8.3949
4	22	0	0	28	52	63	11	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	22	1	0	28	59	75	14	-1.9165	1.9165	2.3974	3.5279	-3.7546	8.3949
4	23	0	0	28	20	24	4	-2.5515	2.5515	0.0000	2.5464	-6.0613	5.2866
4	24	0	0	28	116	162	28	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	24	0	1	28	52	63	11	-2.5515	2.5515	0.9029	1.9524	-6.0639	5.6283
4	25	0	0	28	110	142	24	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	26	0	0	28	52	63	11	-2.5515	2.5515	0.0000	2.5464	-6.0639	5.2866
4	27	0	0	28	20	24	4	-2.5515	2.5515	0.0000	2.5464	-6.0613	5.2866
4	28	0	0	28	13	19	3	-2.7015	2.7015	0.0000	0.0000	-6.1212	5.6858
6	10	0	0	28	1547	2796	432	-26.5096	26.5096	-2.8800	14.1451	-26.0504	24.3216
6	11	0	0	28	629	1084	190	-26.5096	26.5096	-2.8800	14.1006	-26.0504	24.3216
6	12	0	0	28	166	248	46	-26.5096	26.5096	-2.8800	13.7935	-25.9829	24.3216
6	13	0	0	28	6	7	1	-25.3512	25.3512	2.2678	2.2678	-25.4494	25.4494
8	20	0	0	28	284	344	56	-2.2341	2.2341	-0.0120	4.2605	-4.4755	3.9220
8	20	0	1	28	76	99	19	-2.0685	2.1181	2.8078	4.3249	0.1493	2.9749
8	21	0	0	28	140	172	28	-2.2341	2.2341	-0.0120	4.2605	-4.0909	3.9220
8	21	0	1	28	48	58	10	-2.0685	2.1181	2.8078	4.3249	0.1493	2.9749
8	22	0	0	28	78	99	17	-2.2341	2.2341	-0.0120	3.2264	-4.0909	3.9220
8	23	0	0	28	20	24	4	-2.2341	2.2341	-0.0120	3.2264	-4.0909	3.3694
8	24	0	0	28	182	222	38	-2.2341	2.2341	-0.0120	3.2264	-4.4755	3.9220
8	25	0	0	28	122	151	25	-2.2341	2.2341	-0.0120	3.2264	-4.0909	3.9220
8	26	0	0	28	78	99	17	-2.2341	2.2341	-0.0120	3.2264	-4.0909	3.9220
8	27	0	0	28	20	24	4	-2.2341	2.2341	-0.0120	3.2264	-4.0909	3.3694
8	28	0	0	28	13	19	3	-2.3841	2.3841	0.0000	0.0000	-4.6255	4.0720
10	18	0	0	28	456	897	132	-29.6265	29.6265	-0.9720	68.7406	-23.9836	32.0218
10	19	0	0	28	316	608	103	-29.5721	29.5721	0.0000	68.7406	-23.9836	31.7787
10	20	0	0	28	124	223	33	-29.3855	29.3855	0.0000	68.7406	-23.3956	31.7787
10	21	0	0	28	40	52	12	-27.5211	27.5211	0.0000	67.1349	-22.2277	31.7787
10	22	0	0	28	459	900	132	-8.0925	8.0925	-0.9720	69.8657	-6.2511	8.8149
10	23	0	0	28	311	601	101	-7.9550	7.9550	0.0000	69.8654	-6.2531	8.6125
10	24	0	0	28	124	223	33	-8.0434	7.6799	0.0000	69.8654	-6.2514	8.6125
10	25	0	0	28	40	52	12	-7.6404	7.2769	0.0000	69.8654	-5.8716	8.6125
12	18	0	0	28	149	294	42	-9.0000	9.0000	2.8736	28.4933	-9.0000	9.0000
12	18	0	1	28	139	212	32	-0.7744	0.7744	0.1024	3.5860	-0.1016	0.9735
12	19	0	0	28	109	174	29	-0.7744	0.7744	0.1434	3.5691	-0.1016	0.8853
12	19	0	1	28	97	191	31	-9.0000	9.0000	3.7579	28.4933	-9.0000	9.0000
12	20	0	0	28	76	121	19	-9.0000	9.0000	0.1669	28.4933	-9.0000	9.0000
12	21	0	0	28	16	20	4	-9.0000	9.0000	0.4697	28.4933	-9.0000	9.0000
12	22	0	0	28	137	279	39	-9.0000	9.0000	3.7579	28.4933	-9.0000	9.0000
12	23	0	0	28	97	191	31	-9.0000	9.0000	3.7579	28.4933	-9.0000	9.0000
12	24	0	0	28	40	72	10	-9.0000	9.0000	21.0268	28.4933	-9.0000	9.0000
12	25	0	0	28	12	15	3	-9.0000	9.0000	23.0933	28.4933	-9.0000	9.0000
14	10	0	0	28	2089	3595	654	-4.6280	4.6280	-0.4818	3.4804	-3.7445	10.3829
14	10	0	1	28	32	41	7	-0.7920	0.8409	-0.0087	1.0288	-2.6615	6.8484
14	10	0	2	28	14	24	4	-0.1474	0.0586	-0.3627	1.1839	2.5000	4.8085
14	10	0	3	28	128	159	31	-0.6111	0.6111	-0.0711	1.1511	-3.7445	-3.1223
14	10	0	4	28	346	449	81	-3.5850	3.5850	-0.7391	-0.1962	-0.9288	1.8286
14	10	1	0	28	12	19	3	-0.0484	0.0484	1.1567	1.4547	-1.0641	-0.7821
14	10	2	0	28	24	36	6	-0.6361	0.6361	-0.4320	-0.0080	-1.3878	8.8785
14	10	3	0	28	4	4	0	-0.1000	0.1000	0.8478	1.0152	6.9120	7.0062
14	10	3	1	28	54	110	14	-0.4116	0.4116	0.5592	1.2844	5.4900	7.7022
14	10	4	0	28	74	113	13	-2.4031	2.4031	-0.5058	-0.1142	-0.4173	2.7557
14	10	4	1	28	486	703	143	-2.7495	2.7495	-1.0178	-0.1963	0.0527	4.7570
14	10	5	0	28	128	182	28	-0.8973	0.8973	-0.4684	-0.0719	-0.9869	5.2972
14	10	5	1	28	588	763	139	-1.0490	1.0490	-0.7527	-0.1679	-1.3006	6.1099
14	10	6	0	28	122	178	22	-2.3790	2.3790	-0.8082	-0.0932	-0.2065	6.0389
14	10	6	1	28	600	789	143	-2.6766	2.6766	-1.0545	-0.3312	0.0586	4.4367
14	10	7	0	28	220	318	46	-2.4031	2.4031	-0.5058	-0.0719	-0.9869	5.2972
14	10	7	1	28	1146	1637	257	-2.5769	2.5769	-0.9085	-0.1838	-1.6371	6.1382
14	11	0	0	28	785	1165	216	-4.6280	4.6280	-0.4818	3.4804	-3.7440	10.3829
14	11	0	1	28	210	275	55	-3.5850	3.5850	-0.7391	-0.1962	-0.9288	1.8286
14	11	1	0	28	28	50	6	-0.4116	0.4116	0.5592	1.2844	5.4900	7.7022
14	11	2	0	28	24	29	5	-0.6340	0.6340	-0.1160	2.6000	-2.5906	7.6561
14	11	3	0	28	50	85	15	-2.4031	2.4031	-0.5058	-0.1142	-0.4147	2.7542
14	11	3	1	28	130	179	39	-2.7752	2.7796	-1.0398	-0.1727	0.0525	4.7570
14	11	4	0	28	80	116	22	-0.8771	0.8771	-0.4684	-0.0719	-0.9869	5.2972
14	11	4	1	28	292	387	67	-1.0490	1.0490	-0.7527	-0.1679	-1.3019	6.1099
14	11	5	0	28	61	91	15	-2.3790	2.3790	-0.8437	-0.0939	-0.2065	6.0389
14	11	5	1	28	262	373	63	-2.6606	2.6606	-1.0386	-0.3346	0.1070	4.5468
14	11	6	0	28	130	202	38	-2.4031	2.4031	-0.5058	-0.0719	-0.9869	5.2972
14	11	6	1	28	480	683	119	-2.5769	2.5769	-0.9085	-0.1838	-1.6371	6.1382
14	12	0	0	28	111	178	36	-4.6125	4.6125	-0.3014	3.4804	-3.5924	10.3829
14	13	0	0	28	6	7	1	-4.8395	4.8395	0.0000	0.0000	-3.8835	10.3435
16	10	0	0	28	1799	2929	533	-4.8580	4.8580	-1.4113	3.3000	-5.1354	10.1540
16	10	0	1	28	22	29	5	-0.5525	0.5525	-0.5752	0.6919	-3.7019	6.8622
16	10	0	2	28	264	423	78	-0.7831	0.7831	-0.6573	3.3000	-4.5254	10.6960
16	10	0	3	28	250	327	51	-5.1462	5.1462	-0.2729	0.2260	-1.0362	1.8330
16	10	1	0	28	4	4	0	-0.1000	0.1000	0.6380	0.8030	6.9669	7.0800
16	10	1	1	28	60	134	18	-0.4301	0.4301	0.4880	1.1612	4.3097	7.6400
16	10	2	0	28	248	331	63	-3.1926	3.1926	-0.7576	0.0554	-0.6881	1.8757
16	10	2	1	28	312	371	59	-3.5015	3.5015	-1.1169	-0.3751	-0.2460	1.8678
16	10	3	0	28	188	251	43	-3.1926	3.1926	-0.4258	0.0554	-0.6881	2.5035
16	10	3	1	28	576	767	111	-3.3116	3.3116	-0.8291	-0.2295	-1.6543	2.9060
16	10	4	0	28	168	195	27	-4.0331	4.0330	-0.3924	0.0539	-0.9078	2.3202
16	10	4	1	28	544	707	131	-4.1730	4.1730	-0.6307	-0.1350	-1.0391	3.2390
16	11	0	0	28	696	1108	205	-4.8580	4.8580	-1.4113	3.2500	-5.0834	10.1540
16	11	0	1	28	146	195	39	-5.1462	5.1462	-0.2729	0.2260	-1.0369	1.8330
16	11	1	0	28	34	73	10	-0.4301	0.4301	-0.3341	0.3341	-1.6582	1.6582
16	11	2	0	28	82	108	22	2.8834	3.1926	-0.7576	0.0319	-0.6881	1.8757
16	11	3	0	28	116	157	29	-3.1926	3.1926	-0.4258	0.0434	-0.6881	2.5035
16	11	3	1	28	244	375	63	-3.3120	3.3120	-0.8803	-0.2295	-1.6543	2.9386
16	11	4	0	28	104	127	23	-4.0331	4.0330	-0.3887	0.0501	-0.9078	2.3235
16	11	4	1	28	228	331	59	-4.1730	4.1730	-0.6304	-0.1350	-1.0391	3.2390
16	12	0	0	28	95	128	25	-4.6960	4.6960	-0.8713	3.2500	-5.0577	10.1540
16	13	0	0	28	6	7	1	-4.8642	4.8642	0.0000	0.0000	-4.7742	10.4650
18	6	0	0	32	436	547	111	-688.7667	788.6291	-29.7737	81.2906	-199.4765	235.4362
18	7	0	0	32	432	541	109	-688.7667	788.6291	-29.7737	81.2906	-199.4765	235.4362
18	7	1	0	32	124	159	35	-188.9972	14.7804	-15.5595	3.9152	-60.9217	17.3229
18	7	2	0	32	100	127	27	-5.6514	161.2902	-17.4303	6.3197	-11.6962	57.7244
19	6	0	0	32	1070	1331	261	-678.9567	807.8753	-27.1423	59.1427	-90.1199	96.7821
19	7	0	0	32	810	1008	198	-678.9567	807.8803	-34.7547	58.9427	-90.1208	96.7821
19	7	1	0	32	100	124	24	-4.7292	164.7091	-10.0000	12.0780	-30.1266	24.3585
19	7	2	0	32	100	124	24	-156.2356	15.6595	-12.0000	13.5000	-14.9678	38.1380
20	10	0	0	28	1530	2635	383	-28.0000	28.0000	-2.4986	8.9137	-29.0213	20.4694
20	11	0	0	28	726	1152	216	-28.0000	28.0000	-2.4986	8.9137	-29.0213	20.4694
20	12	0	0	28	95	127	25	-28.0000	28.0000	-1.8107	8.8827	-27.8274	20.4694
20	13	0	0	28	6	7	1	-25.3512	25.3512	-3.2355	4.7101	-25.4494	25.4494
22	10	0	0	28	427	639	121	-2.5128	2.5128	-1.4560	2.2733	-10.9152	5.4560
22	10	1	0	28	8	9	1	-9.6488	9.6488	1.8985	1.8985	-9.6488	9.6488
22	10	1	1	28	20	25	5	-0.7792	0.7792	-0.6001	1.9156	-0.7792	0.7792
22	10	2	0	28	14	17	3	-0.4811	0.4811	-1.3200	1.3200	-1.3200	1.3200
22	10	2	1	28	6	7	1	0.1545	0.1545	-0.5463	0.5466	-0.5455	0.5472
22	11	0	0	28	281	382	79	-2.5128	2.5128	-1.4560	2.2733	-10.9152	4.4940
22	11	1	0	28	8	9	1	-9.6488	9.6488	1.8985	1.8985	-9.6488	9.6488
22	11	2	0	28	11	13	2	-0.4811	0.4811	-1.3200	1.3200	-1.3200	1.3200
22	12	0	0	28	162	208	44	-2.2781	2.2781	-1.2360	1.8960	-10.6390	4.4940
22	12	1	0	28	8	9	1	-9.6488	9.6488	1.8985	1.8985	-9.6488	9.6488
22	12	2	0	28	11	13	2	-0.4811	0.4811	-1.3200	1.3200	-1.3200	1.3200
22	13	0	0	28	6	7	1	-3.3630	3.3630	-1.0286	1.4974	-8.0905	8.0905
24	10	0	0	28	2743	4292	807	-6.3100	6.3100	-0.9120	2.9016	-6.5920	11.7080
24	10	0	1	28	298	417	79	-0.9318	0.9318	-0.9000	1.3066	-5.7482	9.6009
24	10	0	2	28	60	84	16	-0.9369	0.9275	-0.3888	1.2909	-4.9434	7.2320
24	10	0	3	28	250	327	51	-6.5919	6.5919	-0.2613	0.2375	-1.3561	1.5132
24	10	1	0	28	8	9	1	-0.0045	0.0052	-0.1241	0.1243	-0.2448	0.2448
24	10	2	0	28	6	9	1	-0.0052	0.0045	-0.1241	0.1243	-0.2448	0.2448
24	10	3	0	28	24	29	5	-1.7526	1.7526	0.0411	1.9335	-3.3040	9.8111
24	10	4	0	28	4	4	0	-0.0992	0.1008	0.9496	1.0888	7.3612	7.5372
24	10	4	1	28	98	215	27	-0.4229	0.4229	0.7242	1.5382	3.9188	8.3280
24	10	5	0	28	314	478	58	-4.4492	4.4492	-0.8134	0.2049	-1.1911	2.6187
24	10	5	1	28	1264	1663	319	-4.7323	4.7323	-1.4570	-0.2444	-1.6125	3.6233
24	10	6	0	28	128	197	21	-3.5941	3.5941	-0.6137	0.2049	-1.0287	2.6187
24	10	6	1	28	908	1387	267	-3.7168	3.7168	-1.1144	-0.3410	-1.1023	3.4280
24	10	7	0	28	528	731	115	-4.4940	4.4940	-0.7145	0.2049	-1.1911	2.6187
24	10	7	1	28	702	914	188	-4.5758	4.5758	-1.0144	-0.2545	-0.7045	2.9559
24	10	8	0	28	128	197	21	-3.5941	3.5941	-0.6137	0.2049	-1.0287	2.6187
24	10	8	1	28	748	1243	187	-3.8338	3.8338	-1.3940	-0.3829	-1.2937	4.0586
24	11	0	0	28	826	1345	252	-6.3100	6.3100	-0.9160	2.8866	-6.5920	11.7069
24	11	0	1	28	146	195	39	-6.5919	6.5919	-0.2613	0.2375	-1.3567	1.5132
24	11	1	0	28	40	49	9	-6.2152	6.2152	-0.1243	1.9335	-3.3040	9.8953
24	11	2	0	28	39	73	10	-0.4069	0.4069	0.7280	1.5422	3.9404	8.3297
24	11	3	0	28	184	303	51	-4.3845	4.3845	-0.8134	0.2049	-1.1950	2.6187
24	11	3	1	28	584	807	167	-4.7341	4.7323	-1.4569	-0.2444	-1.6125	3.6264
24	11	4	0	28	60	97	17	-3.5132	3.5132	-0.6137	0.2049	-1.0331	2.6187
24	11	4	1	28	500	645	137	-3.7392	3.7392	-1.1144	-0.3371	-1.1027	3.4280
24	11	5	0	28	198	285	51	-4.3802	4.3802	-0.7249	0.2049	-1.1950	2.6187
24	11	5	1	28	534	725	149	-4.5758	4.5758	-1.0371	-0.2545	-0.7028	2.9559
24	11	6	0	28	60	97	17	-3.5132	3.5132	-0.6137	0.2049	-1.0331	2.6187
24	11	6	1	28	204	281	53	-3.8148	3.8148	-1.4057	-0.4032	-1.2959	4.0743
24	12	0	0	28	125	188	37	-6.1868	6.1868	-0.8000	2.8906	-6.5920	11.7069
24	13	0	0	28	6	7	1	-6.3247	6.3247	-0.0013	0.0013	-6.5920	11.6902
26	10	0	0	28	1755	2966	517	-5.1200	5.1200	-0.8009	3.7219	-4.8783	10.5300
26	10	0	1	28	38	48	8	-1.1742	1.1742	-0.6000	0.9504	-2.8616	6.9546
26	10	0	2	28	966	1448	280	-1.1120	1.1120	-0.5938	1.2520	-3.7120	8.5742
26	10	0	3	28	92	121	29	-5.0831	5.0831	-0.6938	0.9872	-0.0119	4.1458
26	10	0	4	28	346	449	81	-5.4773	5.4773	-0.3137	0.2293	-1.6367	1.1207
26	10	1	0	28	12	16	2	-0.0373	0.0372	-0.1156	0.1713	-0.2043	0.1327
26	10	2	0	28	92	177	27	-0.4560	0.4560	0.4600	1.3280	4.6040	8.3080
26	10	3	0	28	24	39	7	-0.9038	0.9038	-0.1159	0.4015	-10.1715	0.0029
26	10	4	0	28	112	131	19	-3.4630	3.4630	-0.2641	0.0679	-1.6808	2.5781
26	10	4	1	28	820	1223	223	-3.9152	3.9153	-0.9635	-0.0964	-1.8406	4.1868
26	10	5	0	28	588	775	143	-3.6659	3.6659	-0.8635	-0.2257	-1.2594	3.4732
26	10	5	1	28	198	237	35	-3.4630	3.4630	-0.4472	0.0679	-1.6808	2.7072
26	10	6	0	28	242	299	45	-3.4630	3.4630	-0.4531	0.0679	-1.9008	2.7072
26	10	6	1	28	882	1145	209	-3.5481	3.5481	-0.6971	-0.1136	-1.5688	3.1235
26	10	7	0	28	198	237	35	-3.4630	3.4630	-0.4472	0.0679	-1.6808	2.7072
26	10	7	1	28	972	1359	271	-3.7701	3.7701	-1.0225	-0.1721	-1.4489	4.1523
26	11	0	0	28	833	1363	255	-5.1200	5.1200	-0.7319	3.7065	-4.8731	10.5300
26	11	0	1	28	210	275	55	-5.4773	5.4773	-0.3137	0.2293	-1.6367	1.1207
26	11	1	0	28	31	54	8	-0.4480	0.4480	0.4600	1.3180	4.6040	8.3080
26	11	2	0	28	468	603	123	-3.9745	3.9745	-1.3451	-0.0964	-1.8409	4.1868
26	11	2	1	28	30	43	5	-3.4199	3.4199	-0.2641	0.0450	-1.6808	2.5642
26	11	3	0	28	94	135	25	-3.4212	3.4212	-0.4472	0.0450	-1.6808	2.7066
26	11	3	1	28	260	343	63	-3.6659	3.6659	-0.8635	-0.2257	-1.2594	3.4732
26	11	4	0	28	134	201	39	-3.4212	3.4212	-0.4516	0.0450	-1.9061	2.7066
26	11	4	1	28	438	581	101	-3.5481	3.5481	-0.6971	-0.1136	-1.5700	3.1235
26	11	5	0	28	94	135	25	-3.4212	3.4212	-0.4472	0.0450	-1.6808	2.7066
26	11	5	1	28	260	359	79	-3.7958	3.8002	-1.0480	-0.1463	-1.4489	4.1523
26	12	0	0	28	116	167	33	-4.9850	4.9850	-0.6508	3.6290	-4.3330	10.5300
