entry,path,depth,offset,size,metadata_0,metadata_1,kind,prefix_hex
1,22.63,1,1892352,20480,0,0,ntxr,4e545852
1,22.64,1,1912832,20480,0,0,ntxr,4e545852
1,22.65,1,1933312,20480,0,0,ntxr,4e545852
1,22.66,1,1953792,20480,0,0,ntxr,4e545852
1,23,0,17379328,1134592,0,0,fhm,46484d20
1,23.0,1,256,25612,0,0,swg,53574700
1,23.1,1,65536,53248,0,0,ntxr,4e545852
1,23.2,1,118784,69632,0,0,ntxr,4e545852
1,23.3,1,188416,69632,0,0,ntxr,4e545852
1,23.4,1,258048,69632,0,0,ntxr,4e545852
1,23.5,1,327680,69632,0,0,ntxr,4e545852
1,23.6,1,397312,53248,0,0,ntxr,4e545852
1,23.7,1,450560,53248,0,0,ntxr,4e545852
1,23.8,1,503808,53248,0,0,ntxr,4e545852
1,23.9,1,557056,53248,0,0,ntxr,4e545852
1,23.10,1,610304,53248,0,0,ntxr,4e545852
1,23.11,1,663552,397312,0,0,ntxr,4e545852
1,23.12,1,1060864,36864,0,0,ntxr,4e545852
1,23.13,1,1097728,36864,0,0,ntxr,4e545852
1,24,0,18513920,374,0,0,binary,3f59999a
1,25,0,18514304,360,0,0,binary,42a00000
1,26,0,18514672,364,0,0,binary,42a00000
1,27,0,18515040,386,0,0,binary,3f800000
1,28,0,18515440,344,0,0,binary,42a00000
1,29,0,18515792,374,0,0,binary,00000000
1,30,0,18516176,360,0,0,binary,42a00000
1,31,0,18516544,364,0,0,binary,42a00000
1,32,0,18516912,386,0,0,binary,3f800000
1,33,0,18517312,344,0,0,binary,42a00000
1,34,0,18517664,864,0,0,binary,42c00000
1,35,0,18518528,5184,0,0,binary,c1a00000
1,36,0,18523712,6480,0,0,binary,00000000
1,37,0,18530192,1344,0,0,binary,3dcccccd
1,38,0,18531536,2269,0,0,binary,1a475259
1,39,0,18533808,2269,0,0,binary,1a534c41
1,40,0,18536080,973,0,0,binary,1a52415a
1,41,0,18537056,973,0,0,binary,1a415155
1,42,0,18538032,1408,0,0,binary,00000000
1,43,0,18539440,77776,0,0,binary,000003d2
1,44,0,18617216,77216,0,0,binary,000003d2
1,45,0,18694432,77216,0,0,binary,000003d2
1,46,0,18771648,77216,0,0,binary,000003d2
1,47,0,18848864,77216,0,0,binary,000003d2
1,48,0,18926080,77216,0,0,binary,000003d2
1,49,0,19003296,77216,0,0,binary,000003d2
1,50,0,19080512,6220,0,0,binary,00000000
1,51,0,19086736,174736,0,0,binary,00000040
1,52,0,19263488,1052672,0,0,ntxr,4e545852
1,53,0,20316160,1052672,0,0,ntxr,4e545852
1,54,0,21368832,1052672,0,0,ntxr,4e545852
2,0,0,4096,3505223,0,0,fhm,46484d20
2,0.0,1,65536,3280896,0,0,fhm,46484d20
2,0.0.0,2,960,52,0,0,binary,00000f86
2,0.0.1,2,1024,127168,0,0,binary,00240000
2,0.0.2,2,128192,25016,0,0,binary,00200000
2,0.0.3,2,153216,96,0,0,binary,00000000
2,0.0.4,2,153312,544,0,0,binary,00000000
2,0.0.5,2,153856,169330,0,0,binary,00200021
2,0.0.6,2,323200,4240,0,0,nfh,4e464800
2,0.0.7,2,327440,4208,0,0,nfh,4e464800
2,0.0.8,2,331648,44336,0,0,nfh,4e464800
2,0.0.9,2,375984,4240,0,0,nfh,4e464800
2,0.0.10,2,380224,2928,0,0,nfh,4e464800
2,0.0.11,2,383152,4208,0,0,nfh,4e464800
2,0.0.12,2,387360,4240,0,0,nfh,4e464800
2,0.0.13,2,391600,2448,0,0,nfh,4e464800
2,0.0.14,2,394048,2416,0,0,nfh,4e464800
2,0.0.15,2,396464,2352,0,0,nfh,4e464800
2,0.0.16,2,398816,3024,0,0,nfh,4e464800
