# vpermwi128 sites: address, instruction word, the immediate
# this SLEIGH module decodes, and the destination/source it names.
# Produced by scripts/Ac6VpermwiSites.java. Read-only, no oracle.
# columns: address word ghidra_immediate vd vb
822d98d0	0x19a303d0	0xe0	vr13	vr0
822d98d4	0x181b0390	0xc0	vr0	vr0
822d9950	0x19b70350	0xa0	vr13	vr0
822d9954	0x181b0250	0x20	vr0	vr0
822da824	0x19a303d0	0xe0	vr13	vr0
822da828	0x181b0390	0xc0	vr0	vr0
822da8a0	0x19b70350	0xa0	vr13	vr0
822da8a4	0x181b0250	0x20	vr0	vr0
822dd234	0x19076b10	0x8d	vr8	vr13
822dd240	0x18e36ad0	0x6d	vr7	vr13
822dd2a0	0x19a302d0	0x60	vr13	vr0
822dd2a4	0x18070310	0x80	vr0	vr0
822de3f0	0x19a303d0	0xe0	vr13	vr0
822de3f4	0x181b0390	0xc0	vr0	vr0
822de49c	0x19b70350	0xa0	vr13	vr0
822de4a0	0x181b0250	0x20	vr0	vr0
822debbc	0x1963fad3	0x7f	vr11	vr127
822debc4	0x1927fb13	0x9f	vr9	vr127
822f2240	0x1b6302dc	0x60	vr123	vr0
822f2244	0x1b47031c	0x80	vr122	vr0
822f2250	0x19a70310	0x80	vr13	vr0
822f2254	0x180302d0	0x60	vr0	vr0
822f22ec	0x19a70310	0x80	vr13	vr0
822f22f0	0x180302d0	0x60	vr0	vr0
822f4344	0x1963fad3	0x7f	vr11	vr127
822f434c	0x1927fb13	0x9f	vr9	vr127
822f6c28	0x19b70350	0xa0	vr13	vr0
822f6c2c	0x181b0250	0x20	vr0	vr0
822f6cdc	0x19a303d0	0xe0	vr13	vr0
822f6ce0	0x181b0390	0xc0	vr0	vr0
822f8048	0x19b70350	0xa0	vr13	vr0
822f804c	0x181b0250	0x20	vr0	vr0
822f80d8	0x19a303d0	0xe0	vr13	vr0
822f80dc	0x181b0390	0xc0	vr0	vr0
8230206c	0x198302d0	0x60	vr12	vr0
82302070	0x18070310	0x80	vr0	vr0
82302078	0x1967f313	0x9e	vr11	vr126
8230207c	0x1943f2d3	0x7e	vr10	vr126
82302178	0x1943fad3	0x7f	vr10	vr127
82302180	0x1927fb13	0x9f	vr9	vr127
82302764	0x198302d0	0x60	vr12	vr0
82302768	0x18070310	0x80	vr0	vr0
82302770	0x1967f313	0x9e	vr11	vr126
82302774	0x1943f2d3	0x7e	vr10	vr126
82302870	0x1943fad3	0x7f	vr10	vr127
82302878	0x1927fb13	0x9f	vr9	vr127
823044f8	0x1807fb13	0x9f	vr0	vr127
82304500	0x19a3fad3	0x7f	vr13	vr127
82304504	0x198342d0	0x68	vr12	vr8
82304508	0x19674310	0x88	vr11	vr8
82304518	0x19676310	0x8c	vr11	vr12
8230451c	0x198362d0	0x6c	vr12	vr12
82306440	0x1947fb13	0x9f	vr10	vr127
82306444	0x19035ad0	0x6b	vr8	vr11
8230644c	0x19675b10	0x8b	vr11	vr11
82306454	0x1923fad3	0x7f	vr9	vr127
