angle	retail	port	verdict
1.0373183290154977	0.5085311186492206	0.5085311186492206	ok
1.0471975511965976	0.5000000000000001	0.5000000000000001	ok
1.0570767733776976	0.49142008223222544	0.49142008223222544	ok
1.0669559955587977	0.4827922027307449	0.4827922027307449	ok
1.0768352177398977	0.47411720356138826	0.47411720356138826	ok
1.0867144399209976	0.4653959313887812	0.4653959313887812	ok
1.0965936621020975	0.4566292373937132	0.4566292373937132	ok
1.1064728842831977	0.44781797719006305	0.44781797719006305	ok
1.1163521064642976	0.4389630107412939	0.4389630107412939	ok
1.1262313286453975	0.43006520227652045	0.43006520227652045	ok
1.1361105508264975	0.42112542020616317	0.42112542020616317	ok
1.1459897730075976	0.41214453703719195	0.41214453703719195	ok
1.1558689951886976	0.4031234292879722	0.4031234292879722	ok
1.1657482173697975	0.39406297740271673	0.39406297740271673	ok
1.1756274395508974	0.384964065665557	0.384964065665557	ok
1.1855066617319974	0.3758275821142382	0.3758275821142382	ok
1.1953858839130975	0.36665441845344815	0.36665441845344815	ok
1.2052651060941975	0.3574454699677891	0.3574454699677891	ok
1.2151443282752974	0.3482016354343988	0.3482016354343988	ok
1.2250235504563973	0.3389238170352317	0.3389238170352317	ok
1.2349027726374973	0.32961292026900796	0.32961292026900796	ok
1.2447819948185974	0.3202698538628375	0.3202698538628375	ok
1.2546612169996973	0.3108955296835313	0.3108955296835313	ok
1.2645404391807973	0.301490862648603	0.301490862648603	ok
1.2744196613618972	0.2920567706369759	0.2920567706369759	ok
1.2842988835429971	0.28259417439939893	0.28259417439939893	ok
1.2941781057240973	0.27310399746858327	0.27310399746858327	ok
1.3040573279051972	0.2635871660690676	0.2635871660690676	ok
1.3139365500862972	0.25404460902681913	0.25404460902681913	ok
1.323815772267397	0.24447725767858272	0.24447725767858272	ok
1.333694994448497	0.23488604578098377	0.23488604578098377	ok
1.3435742166295972	0.22527190941939496	0.22527190941939496	ok
1.3534534388106971	0.21563578691657695	0.21563578691657695	ok
1.363332660991797	0.20597861874109838	0.20597861874109838	ok
1.373211883172897	0.1963013474155486	0.1963013474155486	ok
1.383091105353997	0.18660491742454907	0.18660491742454907	ok
1.3929703275350969	0.17689027512257308	0.17689027512257308	ok
1.402849549716197	0.1671583686415833	0.1671583686415833	ok
1.412728771897297	0.15741014779849635	0.15741014779849635	ok
1.4226079940783969	0.14764656400248127	0.14764656400248127	ok
1.4324872162594968	0.13786857016210444	0.13786857016210444	ok
1.4423664384405968	0.1280771205923271	0.1280771205923271	ok
1.452245660621697	0.11827317092136576	0.11827317092136576	ok
1.4621248828027968	0.10845767799742549	0.10845767799742549	ok
1.4720041049838968	0.09863159979531182	0.09863159979531182	ok
1.4818833271649967	0.08879589532293489	0.08879589532293489	ok
1.4917625493460966	0.07895152452771198	0.07895152452771198	ok
1.5016417715271966	0.06909944820287814	0.06909944820287814	ok
1.5115209937082967	0.0592406278937143	0.0592406278937143	ok
1.5214002158893967	0.04937602580370305	0.04937602580370305	ok
1.5312794380704966	0.03950660470061793	0.03950660470061793	ok
1.5411586602515965	0.02963332782255989	0.02963332782255989	ok
1.5510378824326965	0.019757158783946707	0.019757158783946707	ok
1.5609171046137966	0.00987906148146571	0.00987906148146571	ok
